Reporter Name,Partner Name,Year,Trade Flow,Product Group,Export (US$ Thousand),Import (US$ Thousand),Export Product Share (%),Import Product Share (%),Revealed comparative advantage,World Growth (%),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
United Kingdom,"Bahamas, The",2018,EXPIMP,Food Products,5314.58,1.27,7.66,0.02,0.89,1.01,4.81,0,0,7,0,100,0,0,0,0,0,0,1.27,11.5,11.5,7,42.86,0,57.14,0,11.5,11.5,1.27,1.27,0
United Kingdom,Bosnia and Herzegovina,2018,EXPIMP,Food Products,2142.38,602.16,6.27,2.34,0.79,3.57,1.69,0,0,23,0,100,0,0,0,0,0,0,602.16,10.07,10.53,23,17.39,13.04,56.52,13.04,25.72,0,78.41,601.36,0.8
United Kingdom,Belarus,2018,EXPIMP,Food Products,2087.09,6807.3,0.98,8.42,1.55,-1.61,2.53,6.27,0,7,85.71,14.29,0,0,14.7,0,0,1.62,6805.69,6.27,0,7,85.71,14.29,0,0,14.7,0,0,1.62,6805.69
United Kingdom,Belize,2018,EXPIMP,Food Products,1049.68,53855.91,11.14,45.34,1.41,0.49,1.61,0,0,43,0,100,0,0,0,0,0,0,53828.63,14.67,82.08,43,4.65,76.74,13.95,4.65,93.06,0,36.76,52532.02,1296.61
United Kingdom,Bermuda,2018,EXPIMP,Food Products,8086.19,3.45,10.45,0.3,1.91,-0.08,5.84,0,0,6,0,100,0,0,0,0,0,0,3.45,0,0,6,0,33.33,66.67,0,0,0,3.45,3.45,0
United Kingdom,Bolivia,2018,EXPIMP,Food Products,5569.88,162.86,13.13,0.36,2.9,2.49,-7.73,10.68,7.65,176,0,0,9.09,90.91,19.76,2.9,76.57,162.86,0,15.37,10.79,176,0,0,9.09,90.91,27.46,2.9,76.57,162.86,0
United Kingdom,Brazil,2018,EXPIMP,Food Products,122811.16,355836.48,4.81,11.8,2.72,-0.99,2.46,19.83,36.95,828,34.54,3.38,10.87,51.21,128.09,0,2898.35,327613.1,26730.24,19.83,36.95,828,34.54,3.38,10.87,51.21,128.09,0,2898.35,327613.1,26730.24
United Kingdom,Barbados,2018,EXPIMP,Food Products,8372.45,3395.08,16.4,55.45,1.88,-0.06,2.77,0,0,58,0,100,0,0,0,0,0,0,3395.08,14.85,20.03,58,17.24,15.52,39.66,27.59,93.06,0,852.07,3204.09,190.99
United Kingdom,Canada,2018,EXPIMP,Food Products,364635.75,225419.11,4.99,1.65,1.2,1.46,1.12,0.97,3.22,1044,3.07,77.97,1.15,17.82,112.64,0,576.46,69596.4,149435.41,16.32,14.24,1044,37.55,5.46,12.64,44.35,144.04,0,58113.75,192560.21,26471.59
United Kingdom,Switzerland,2018,EXPIMP,Food Products,135466.23,88337.52,0.53,1.19,0.25,2.6,-0.8,8.97,1.23,819,14.9,43.47,3.91,37.73,141.84,0,617.89,3712.07,84006.5,15.51,9.19,819,24.54,7.81,15.63,52.01,141.84,0,50010.7,87148.71,569.86
United Kingdom,Chile,2018,EXPIMP,Food Products,67574.86,270628.71,8.68,29.94,2.72,4.23,13.51,5.68,4.2,562,2.67,56.05,3.02,38.26,65.65,0,247576.23,264148.14,6366.99,15.68,8.46,562,36.3,3.74,6.23,53.74,69.15,0,247576.23,270407.36,107.77
United Kingdom,China,2018,EXPIMP,Food Products,424314.87,406746.52,1.53,0.64,1.23,9.12,8.42,19.99,19.55,1439,45.31,4.66,9.03,41,147.45,0,101378.84,348480.04,51932.94,19.99,19.55,1439,45.31,4.66,9.03,41,147.45,0,101378.84,348480.04,51932.94
United Kingdom,Cote d'Ivoire,2018,EXPIMP,Food Products,7168.47,237122.38,5.97,79.55,0.43,-1.08,-1.55,1.05,0,297,0,50.17,4.04,45.79,23.55,0,119.36,119.36,237003.03,10.96,4.47,297,11.78,1.01,10.1,77.1,36.06,0,119.36,127913.71,109208.67
United Kingdom,Cameroon,2018,EXPIMP,Food Products,5072.71,26.85,8.48,0.05,1.6,-29.42,-23.05,0.4,0.34,247,0,50.2,2.83,46.96,4.62,0,4.52,4.52,22.33,7.88,11.46,247,19.03,2.02,6.48,72.47,57.08,0,4.52,23.77,3.08
United Kingdom,Colombia,2018,EXPIMP,Food Products,63156.67,17235.94,11.93,3.17,2.01,5.28,23.62,8.53,2.84,433,0,81.76,3.23,15.01,93.06,0,4300.6,8833.49,8402.44,21.59,14.19,433,40.88,4.62,19.17,35.33,93.06,0,4698.76,15551.32,1684.62
United Kingdom,Costa Rica,2018,EXPIMP,Food Products,3034.68,7148.56,3.45,2.26,1.79,-0.69,0.69,4.43,0.78,215,0,93.95,0.93,5.12,46,0,41.44,1183.59,5122.25,17.51,16.65,215,79.07,2.79,1.86,16.28,54.72,0,41.44,6305.84,0
United Kingdom,Cuba,2018,EXPIMP,Food Products,4241.42,8845.06,28.4,89.27,,,,8.67,14.29,18,5.56,72.22,22.22,0,26,0,3980.43,8841.23,3.83,8.67,14.29,18,5.56,72.22,22.22,0,26,0,3980.43,8841.23,3.83
United Kingdom,Cayman Islands,2018,EXPIMP,Food Products,3080.28,9.26,14.33,0.68,,,,0,0,9,0,100,0,0,0,0,0,0,9.26,8.76,4.74,9,0,22.22,44.44,33.33,19.94,0,6.76,9.26,0
United Kingdom,Cyprus,2018,EXPIMP,Food Products,88263.03,8477.69,16.71,3.86,1.49,3.76,5.51,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Czech Republic,2018,EXPIMP,Food Products,142647.13,171588.88,4.83,2.18,1.48,4.32,3.45,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Germany,2018,EXPIMP,Food Products,1262536.98,3721362.89,2.66,4.04,0.85,7.38,8.02,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Djibouti,2018,EXPIMP,Food Products,501.65,746,3.48,11.72,,,,0,0,1,0,100,0,0,0,0,0,0,746,2.06,2.06,1,0,0,0,100,2.06,2.06,0,746,0
United Kingdom,Dominica,2018,EXPIMP,Food Products,620.86,8.15,4.6,1.05,,,,0,0,1,0,100,0,0,0,0,0,0,8.15,26,26,1,100,0,0,0,26,26,0,8.15,0
United Kingdom,Denmark,2018,EXPIMP,Food Products,261848.53,867912.66,7.15,9.75,1.34,3.99,5.7,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Dominican Republic,2018,EXPIMP,Food Products,53321.08,2010.06,38.59,1.43,5.16,3.34,-2.82,0,0,93,0,100,0,0,0,0,0,0,1946.89,22.35,18.23,93,59.14,4.3,19.35,17.2,74.9,0,1316.03,1946.89,0
United Kingdom,Algeria,2018,EXPIMP,Food Products,2519.14,3691.95,0.56,0.13,,,,1.4,0.59,31,29.03,58.06,0,12.9,16,0,0,1045.76,2611.17,5.47,6.08,31,70.97,16.13,0,12.9,16,0,0,3646.15,10.78
United Kingdom,Ecuador,2018,EXPIMP,Food Products,28885.63,81166.97,22.91,39.91,2.54,9.25,26.73,0.13,0.01,335,0,91.94,0.6,7.46,11.46,0,12.66,1733.19,79399.71,15.91,23.62,335,52.84,1.79,9.55,35.82,128.09,0,37.98,81046.12,86.78
United Kingdom,"Egypt, Arab Rep.",2018,EXPIMP,Food Products,24448.87,6286.92,1.6,0.61,0.72,-0.77,-46.35,0.33,0,597,0,93.8,0.84,5.36,112.64,0,51.17,52.39,6125.51,17.58,7.44,597,51.09,0.84,9.21,38.86,144.04,0,267.27,4691.69,1486.21
United Kingdom,Eritrea,2018,EXPIMP,Food Products,45.66,19.08,0.78,47.73,,,,0,0,5,0,100,0,0,0,0,0,0,19.08,0,0,5,0,100,0,0,0,0,0,0,19.08
United Kingdom,Spain,2018,EXPIMP,Food Products,870941.29,1640174.26,6.23,7.77,1.63,3.03,7.5,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Estonia,2018,EXPIMP,Food Products,28035.13,727.1,7.91,0.25,0.95,-1.24,-4.67,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Ethiopia(excludes Eritrea),2018,EXPIMP,Food Products,13165.7,3815.94,3.61,4.85,1.1,15.48,-5.25,0.25,0,185,0,44.32,3.78,51.89,4.62,0,8.42,8.42,3807.53,7.73,3.17,185,0,3.24,12.43,84.32,25.72,0,384.08,3722.24,93.7
United Kingdom,Finland,2018,EXPIMP,Food Products,121812.9,16931.49,6.27,0.51,1.83,3.23,0.31,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Fiji,2018,EXPIMP,Food Products,311.67,9214.27,1.44,77.67,4.4,8.77,84.97,0,0,34,0,100,0,0,0,0,0,0,9141.9,17.28,44.52,34,8.82,29.41,29.41,32.35,93.06,0,95.53,5009.68,4132.22
United Kingdom,France,2018,EXPIMP,Food Products,1585390.62,4210785.2,4.94,11.12,1.52,3.08,3.53,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Faeroe Islands,2018,EXPIMP,Food Products,4876.64,14752.8,12.08,5.28,,,,0,0,1,0,100,0,0,0,0,0,0,14735.71,0,0,1,0,100,0,0,0,0,0,0,14735.71
United Kingdom,"Micronesia, Fed. Sts.",2018,EXPIMP,Food Products,0,7.76,,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Georgia,2018,EXPIMP,Food Products,7756.94,914.53,9.58,5.9,1.86,10.34,44.39,0.25,0.78,225,0,54.22,3.11,42.67,4.62,0,356.02,356.02,558.51,1.42,1.47,225,2.67,14.22,13.33,69.78,17.3,0,368.83,368.83,545.7
United Kingdom,Ghana,2018,EXPIMP,Food Products,25271.97,164015.72,5.35,30.48,0.6,3.93,7.1,0,0,331,0,100,0,0,0,0,0,0,153773.18,15.12,12.69,331,59.82,3.02,10.27,26.89,57.26,0,1509.9,94523.63,59249.55
United Kingdom,Gibraltar,2018,EXPIMP,Food Products,26485.93,11.18,5.48,0.11,,,,10.35,8.73,35,25.71,0,48.57,25.71,17.3,0.08,11.18,11.18,0,10.35,8.73,35,25.71,0,48.57,25.71,17.3,0.08,11.18,11.18,0
United Kingdom,Guinea,2018,EXPIMP,Food Products,278.85,1254.98,0.96,73.68,,,,0,0,2,0,100,0,0,0,0,0,0,1254.98,0,0,2,0,100,0,0,0,0,0,0,1254.98
United Kingdom,Greece,2018,EXPIMP,Food Products,143168,196655.03,9.06,16.2,1.68,3.56,-13.87,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Grenada,2018,EXPIMP,Food Products,1007.22,130.6,5.54,27.79,0.87,12.07,8.2,0,0,126,0,100,0,0,0,0,0,0,130.6,9.6,5.57,126,25.4,5.56,4.76,64.29,35.46,0,48.58,77.43,53.17
United Kingdom,Greenland,2018,EXPIMP,Food Products,7.11,1416.9,0.24,33.07,2.76,2.86,40.08,0,0,21,0,100,0,0,0,0,0,0,1416.9,20,20,21,100,0,0,0,20,20,0,1416.9,0
United Kingdom,Guatemala,2018,EXPIMP,Food Products,7213.47,25473.85,16.12,22.29,2.14,6.2,12.43,9.19,0.04,99,0,82.83,13.13,4.04,71,0,13037.06,13620.44,11853.41,17.49,6.06,99,46.46,8.08,15.15,30.3,71,0,13037.06,24611.11,862.75
United Kingdom,Guam,2018,EXPIMP,Food Products,153.91,13,3.66,6.99,,,,9.6,9.6,1,100,0,0,0,9.6,9.6,0,13,0,9.6,9.6,1,100,0,0,0,9.6,9.6,0,13,0
United Kingdom,Guyana,2018,EXPIMP,Food Products,2178.98,29890.32,5.68,75.46,1.18,0.99,-11.02,0,0,39,0,100,0,0,0,0,0,0,29890.32,19.56,58.11,39,12.82,17.95,41.03,28.21,93.06,0,2012.5,29885.81,4.51
United Kingdom,"Hong Kong, China",2018,EXPIMP,Food Products,407004.64,24011.78,3.94,0.98,2.45,3.73,4.47,14.42,7.19,815,41.6,5.15,10.55,42.7,71,0,2133.08,21635.24,162.62,14.42,7.19,815,41.6,5.15,10.55,42.7,71,0,2133.08,21635.24,162.62
United Kingdom,Honduras,2018,EXPIMP,Food Products,468.8,18122.31,3.05,12.58,1.18,3.54,6.08,0.06,0,115,0,98.26,0,1.74,4.8,0,0,114.84,18007.47,16.66,17.72,115,90.43,1.74,0,7.83,27.75,0,0,18122.31,0
United Kingdom,Croatia,2018,EXPIMP,Food Products,25813.97,14951.75,7.89,7.65,1.25,4.85,8.1,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Haiti,2018,EXPIMP,Food Products,483.11,1.35,3.14,0.02,,,,0,0,1,0,100,0,0,0,0,0,0,1.35,0,0,1,0,100,0,0,0,0,0,0,1.35
United Kingdom,Hungary,2018,EXPIMP,Food Products,48094.2,218888.08,2.47,5.83,1.42,6.05,7.21,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Indonesia,2018,EXPIMP,Food Products,12926.07,151222.05,1.38,7.52,0.41,4.06,-1.49,12.62,7.15,584,54.62,2.74,11.3,31.34,89.68,0,27250.95,89886.9,57769.69,17.25,10.31,584,55.82,1.54,11.3,31.34,89.68,0,27250.95,89886.9,57769.69
United Kingdom,India,2018,EXPIMP,Food Products,211021.44,176826.85,3.19,1.83,5.47,6.8,5.45,14.48,8.94,1215,42.22,5.27,8.56,43.95,141.84,0,28034.14,163293.93,12994.61,17.65,13.08,1215,43.54,3.79,8.72,43.95,141.84,0,37816.42,173073.19,3215.35
United Kingdom,Ireland,2018,EXPIMP,Food Products,3234302.44,2928160.7,11.43,15.98,2.24,5.79,5.32,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,"Iran, Islamic Rep.",2018,EXPIMP,Food Products,12262.31,5511.67,5.56,13.62,6.07,-10.91,-16.57,20.83,6.77,591,53.98,1.52,9.48,35.03,93.06,0,348.77,5467.16,14.49,20.83,6.77,591,53.98,1.52,9.48,35.03,93.06,0,348.77,5467.16,14.49
United Kingdom,Iceland,2018,EXPIMP,Food Products,53810.02,72220.39,12.51,12.15,2.16,4.73,-1.01,5.09,0.07,161,24.84,42.24,18.01,14.91,51.95,0,35.64,237.95,71668.59,11.91,13,161,52.17,11.18,18.01,18.63,51.95,0,35.64,46665.48,25241.07
United Kingdom,Israel,2018,EXPIMP,Food Products,100653.47,28433.26,6.9,2.08,1.47,3.83,-37.93,3.6,3.22,1066,2.53,67.17,4.6,25.7,74.1,0,5230.62,8202.85,20004.17,17.71,20.08,1066,37.8,5.35,10.32,46.53,74.1,0,16205.93,28021.2,185.81
United Kingdom,Italy,2018,EXPIMP,Food Products,455426.21,2759408.78,3.26,10.32,0.98,3.13,3.11,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Jamaica,2018,EXPIMP,Food Products,7126.01,40851.66,10.04,76.86,1.24,0.56,43.89,0,0,334,0,100,0,0,0,0,0,0,38827.96,14.46,26.93,334,46.41,9.88,16.17,27.54,93.06,0,14039.23,37421.87,1406.09
United Kingdom,Jordan,2018,EXPIMP,Food Products,36102.78,1191.37,11.01,2.92,2.12,-2.37,4.24,0,0,248,0,98.79,1.21,0,0,0,731.15,731.15,460.22,21.77,17.2,248,42.74,1.61,15.32,40.32,74.9,0,790.44,1182.8,8.57
United Kingdom,Japan,2018,EXPIMP,Food Products,263262.41,42043.37,3.14,0.33,1.2,2.92,8.88,14.27,8.11,1080,41.39,5.37,9.17,44.07,128.09,0,9337.61,32040.27,4668.86,14.27,8.11,1080,41.39,5.37,9.17,44.07,128.09,0,9337.61,32040.27,4668.86
United Kingdom,Kazakhstan,2018,EXPIMP,Food Products,1681.93,3498.52,0.42,0.78,0.72,1.66,8.54,0,0,5,0,100,0,0,0,0,0,0,3498.52,0,0,5,0,100,0,0,0,0,0,0,3498.52
United Kingdom,Kenya,2018,EXPIMP,Food Products,31428.03,13024.8,6.12,2.87,2.75,-19.82,11.76,0,0,202,0,100,0,0,0,0,0,0,13018.83,13.94,16.85,202,54.46,3.96,11.88,29.7,54.32,0,954.29,12535.61,483.23
United Kingdom,Cambodia,2018,EXPIMP,Food Products,4167.48,733.04,5.63,0.06,2.04,7.39,80.07,0,0,14,0,100,0,0,0,0,0,0,733.04,16.16,15.87,14,14.29,0,0,85.71,52.25,0.41,0,733.04,0
United Kingdom,St. Kitts and Nevis,2018,EXPIMP,Food Products,596.81,665.6,8.4,75.79,,,,0,0,23,0,100,0,0,0,0,0,0,665.6,0,0,23,0,82.61,17.39,0,0,0,36.7,36.7,628.9
United Kingdom,"Korea, Rep.",2018,EXPIMP,Food Products,230827.55,45390.54,2.96,0.87,1.88,5.66,-0.16,0,0,808,0,99.5,0.5,0,0,0,337.09,337.09,43058.35,16.62,15.54,808,57.8,5.07,8.54,28.59,128.09,0,3695.21,43102.26,293.18
United Kingdom,Kuwait,2018,EXPIMP,Food Products,43949.6,62.38,6,0.01,1.21,5.19,10.77,9.6,9.6,1,100,0,0,0,9.6,9.6,0,62.38,0,9.6,9.6,1,100,0,0,0,9.6,9.6,0,62.38,0
United Kingdom,Lao PDR,2018,EXPIMP,Food Products,37.7,285.01,0.32,1.16,1.79,4.87,-1.76,0.41,0.07,31,6.45,93.55,0,0,5.1,0,0,10.35,274.66,8.25,7.05,31,67.74,12.9,9.68,9.68,13.04,0,1.47,160.75,124.26
United Kingdom,Lebanon,2018,EXPIMP,Food Products,83288.89,10726.4,18.01,26.25,2.49,-31.48,10.36,2.24,2.01,905,1.1,68.18,3.76,26.96,36.06,0,4283.61,4806.94,5892.59,17.68,9.98,905,39.23,2.65,10.5,47.62,147.45,0,5955.43,10387.03,312.5
United Kingdom,Libya,2018,EXPIMP,Food Products,13435.84,24.79,7.93,0,0.7,14.76,82.15,0,0,3,0,100,0,0,0,0,0,0,24.79,0,0,3,0,100,0,0,0,0,0,0,24.79
United Kingdom,St. Lucia,2018,EXPIMP,Food Products,2042.71,607.62,8.01,7.9,1.14,1.85,22.6,0,0,45,0,100,0,0,0,0,0,0,607.62,4.91,2.46,45,24.44,15.56,40,20,17.3,0,308.45,544.15,63.48
United Kingdom,Sri Lanka,2018,EXPIMP,Food Products,25429.66,18002.82,6.5,2.19,,,,8.52,2.74,501,0.8,52.3,10.98,35.93,93.06,0,9000.09,9928.02,2320.57,16.52,9.99,501,45.11,5.59,12.18,37.13,93.06,0,9064.8,12095.24,153.35
United Kingdom,Lithuania,2018,EXPIMP,Food Products,29223.07,149704.42,4.62,13.25,0.95,6.87,10.39,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Luxembourg,2018,EXPIMP,Food Products,4222.97,6830.75,1.31,1.24,2.44,8.14,16.35,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Latvia,2018,EXPIMP,Food Products,225877.62,34511.98,43.53,3.36,3.66,5.23,17.5,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Macao,2018,EXPIMP,Food Products,11442.47,18.91,13.82,0.27,1.64,3.58,6.76,11.88,13.03,34,17.65,0,41.18,41.18,18.9,0.08,6.73,18.91,0,11.88,13.03,34,17.65,0,41.18,41.18,18.9,0.08,6.73,18.91,0
United Kingdom,Morocco,2018,EXPIMP,Food Products,19294.7,41535.06,2.11,4.69,0.64,2.58,-2.42,0,0,399,0,99,0,1,3.41,0,0,59.59,41475.47,11.55,12,399,43.86,2.26,9.52,44.36,28.8,0,246.85,41426.07,108.99
United Kingdom,Moldova,2018,EXPIMP,Food Products,562.31,4612.71,1.08,8,1.39,0.07,4.94,1.68,5.67,271,0,45.39,4.43,50.18,23.55,0,4552.63,4552.63,34.88,8.14,13.42,271,0,0,11.81,88.19,36.06,2.9,4579.1,4587.5,0
United Kingdom,Madagascar,2018,EXPIMP,Food Products,90.12,485.31,0.65,0.93,0.89,-3.27,-40.46,0,0,117,0,100,0,0,0,0,0,0,473.95,11.63,18.51,117,42.74,0.85,47.86,8.55,25,0,338.77,466.77,7.18
United Kingdom,Maldives,2018,EXPIMP,Food Products,2080.05,14065.67,9.41,75.72,1.21,2.14,15.83,24.04,24.04,26,100,0,0,0,25,24,0,14065.67,0,24.04,24.04,26,100,0,0,0,25,24,0,14065.67,0
United Kingdom,Mexico,2018,EXPIMP,Food Products,211408.42,219643.41,10.49,7.78,5.09,2.52,0.93,9.93,0.58,809,8.41,50.68,8.28,32.63,141.84,0,24610.12,47450.37,172026.7,17.73,2.36,809,32.39,5.44,10.63,51.55,141.84,0,24645.73,62566.72,156910.35
United Kingdom,North Macedonia,2018,EXPIMP,Food Products,5913.27,8946.65,0.53,8.25,0.13,4.32,0.63,0.17,0.03,338,0,51.48,4.73,43.79,7.08,0,84.08,84.08,8862.57,15.01,23.46,338,17.46,4.14,21.01,57.4,57.6,0,1442.12,8944.83,1.82
United Kingdom,Malta,2018,EXPIMP,Food Products,66121.64,3218.02,7.76,2.33,1.8,3.9,9.83,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Myanmar,2018,EXPIMP,Food Products,10871.52,1209.98,21.24,0.31,2.24,-3.27,49.08,0,0,22,0,100,0,0,0,0,0,0,1156.25,20,20,22,100,0,0,0,20,20,0,1156.25,0
United Kingdom,Montenegro,2018,EXPIMP,Food Products,6652.02,1.33,31.05,0.01,1.1,2.93,5.31,3.48,3.48,164,0,0,9.76,90.24,7.08,2.9,1.33,1.33,0,3.48,3.48,164,0,0,9.76,90.24,7.08,2.9,1.33,1.33,0
United Kingdom,Mozambique,2018,EXPIMP,Food Products,889.07,18945.17,2.67,14.26,0.5,12.88,14.43,0,0,20,0,100,0,0,0,0,0,0,18945.17,30.51,47.65,20,0,15,0,85,93.06,0,0,18159.46,785.72
United Kingdom,Mauritius,2018,EXPIMP,Food Products,13129.43,95326.8,12.6,51.01,2.6,-2.18,5.28,0,0,273,0,100,0,0,0,0,0,0,95320.6,18.83,33.67,273,42.49,5.13,12.82,39.56,93.06,0,295.37,95275.32,45.28
United Kingdom,Malawi,2018,EXPIMP,Food Products,1.36,5172.38,0.01,16.13,0.01,-2.57,-33.65,0,0,20,0,100,0,0,0,0,0,0,5172.38,43.03,42.77,20,5,0,0,95,93.06,4.3,0,5172.38,0
United Kingdom,Malaysia,2018,EXPIMP,Food Products,64813.42,32589.11,3.72,1.36,2.27,2.2,-4.36,14.16,9.88,555,47.93,4.5,12.97,34.59,128.09,0,7819.59,28322.03,3584.56,14.16,9.88,555,47.93,4.5,12.97,34.59,128.09,0,7819.59,28322.03,3584.56
