Reporter Name,Partner Name,Year,Trade Flow,Product Group,Export (US$ Thousand),Import (US$ Thousand),Export Product Share (%),Import Product Share (%),Revealed comparative advantage,World Growth (%),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
United Kingdom,Canada,2019,EXPIMP,Food Products,357288.2,181699.82,5.31,1.14,1.26,0.63,2.77,1.33,2.36,1066,2.63,80.11,0.66,16.6,121.68,0,377.61,49516.46,127557.06,14.44,15.35,1066,38.09,6.57,9.47,45.87,152.39,0,58648.9,164812.72,12260.81
United Kingdom,Switzerland,2019,EXPIMP,Food Products,161702.07,87428.85,1.04,0.37,0.42,-0.25,2.51,6.71,1.47,710,15.92,33.52,4.51,46.06,121.54,0,408.49,5480.24,81842.56,12.69,9.35,710,21.55,8.73,18.87,50.85,121.54,0,52698.34,86469.44,853.35
United Kingdom,Chile,2019,EXPIMP,Food Products,72769.91,251983.94,8.18,33.33,3.14,-0.82,3.15,4.2,2.9,575,2.26,54.78,3.83,39.13,73.88,0,237309.91,245900.96,5944.63,15.13,6.08,575,33.04,5.91,7.13,53.91,73.88,0,237316.56,251130.14,715.45
United Kingdom,China,2019,EXPIMP,Food Products,472121.92,426872.09,1.57,0.65,1.28,2.05,5.62,19.23,20.12,1475,45.49,5.22,8.14,41.15,154.55,0,114656.46,377641.85,44068.47,19.23,20.12,1475,45.49,5.22,8.14,41.15,154.55,0,114656.46,377641.85,44068.47
United Kingdom,Cote d'Ivoire,2019,EXPIMP,Food Products,4415.8,266238.73,4.96,86.98,0.47,5.73,-3.52,0.13,0,277,0,62.82,2.53,34.66,3.72,0,35.98,35.98,266202.75,12.4,4.44,277,32.85,1.81,7.22,58.12,30,0,45.76,143496.29,122742.44
United Kingdom,Cameroon,2019,EXPIMP,Food Products,6615.36,39.32,11.81,0.06,,,,0,0,77,0,100,0,0,0,0,0,0,31.73,5.78,3.86,77,58.44,24.68,7.79,9.09,27.79,0,7.82,14.87,16.86
United Kingdom,Colombia,2019,EXPIMP,Food Products,80679.38,21340.53,11.69,4.02,2.32,-0.11,12.71,9.43,7.21,420,0,82.62,2.86,14.52,93.42,0,4691.97,11272.09,10024.95,21.78,18.05,420,46.43,2.38,17.14,34.05,93.42,0,5096.87,19427.9,1869.14
United Kingdom,Cape Verde,2019,EXPIMP,Food Products,784.16,17.56,16.78,1.47,1.72,0.24,-30.09,0,0,15,0,100,0,0,0,0,0,0,17.56,15.68,15.68,15,100,0,0,0,17.6,6.4,0,17.56,0
United Kingdom,Costa Rica,2019,EXPIMP,Food Products,3386.44,23384.61,4.62,6.85,1.71,0.57,-1.13,12.49,39.05,321,0,78.19,0.62,21.18,93.42,0,285.99,11182.77,11303.02,26.17,48.55,321,59.81,1.87,1.25,37.07,93.42,0,285.99,22485.79,0
United Kingdom,Cuba,2019,EXPIMP,Food Products,3947.82,8546.21,23.15,90.86,,,,9.07,14.36,99,1.01,3.03,18.18,77.78,26,0,3798.74,8470.13,76.08,9.07,14.36,99,1.01,3.03,18.18,77.78,26,0,3798.74,8470.13,76.08
United Kingdom,Cayman Islands,2019,EXPIMP,Food Products,3383.04,9.64,13.46,0.39,,,,0,0,12,0,100,0,0,0,0,0,0,9.64,2.26,2.29,12,0,33.33,0,66.67,4.53,0,0,4.87,4.77
United Kingdom,Cyprus,2019,EXPIMP,Food Products,80282.34,4509.29,14.7,1.55,1.29,-0.89,-4.72,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Czech Republic,2019,EXPIMP,Food Products,134962.34,174676.03,4.81,2.27,1.76,1.88,-0.8,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Germany,2019,EXPIMP,Food Products,1196842.36,3833722.46,2.58,4.47,0.82,-1.58,-2.43,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Dominica,2019,EXPIMP,Food Products,512.43,53.4,3.79,3.12,,,,0,0,30,0,100,0,0,0,0,0,0,53.4,7.84,7.84,30,20,0,50,30,17.3,0.08,53.4,53.4,0
United Kingdom,Denmark,2019,EXPIMP,Food Products,230038.19,688736.45,6.76,8.23,1.18,-0.97,-5.12,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Dominican Republic,2019,EXPIMP,Food Products,41952.69,1960.08,32.96,1.31,5.68,1.6,20.17,0,0,107,0,100,0,0,0,0,0,0,1900.52,22.35,25.08,107,51.4,3.74,29.91,14.95,74.9,0,995.36,1900.52,0
United Kingdom,Algeria,2019,EXPIMP,Food Products,1430.86,5294.53,0.31,0.21,,,,0.5,1.08,6,0,83.33,0,16.67,2,0,0,2829.72,2401.62,4.82,4.63,6,33.33,50,0,16.67,9.6,0,0,5230.26,1.09
United Kingdom,Ecuador,2019,EXPIMP,Food Products,28365.28,59923.13,23.04,33.55,3.55,0.37,12.5,0.72,0.01,387,0,90.44,1.81,7.75,26.26,0,321.16,1830.98,57979.91,14.02,23.13,387,54.26,3.62,6.72,35.4,121.54,0,347.15,59630.47,180.42
United Kingdom,"Egypt, Arab Rep.",2019,EXPIMP,Food Products,31502.43,4510.23,1.93,0.45,0.82,-4.43,2.86,0.53,0.02,629,0,93.48,0.64,5.88,121.68,0,127.39,133.52,4273.5,20.13,13.15,629,53.42,1.11,6.84,38.63,152.39,0,1870.44,4404.46,2.56
United Kingdom,Eritrea,2019,EXPIMP,Food Products,27.75,68,1.15,84.54,,,,0,0,5,0,100,0,0,0,0,0,0,68,0,0,5,0,100,0,0,0,0,0,0,68
United Kingdom,Spain,2019,EXPIMP,Food Products,811318.43,1640060.81,5.93,7.73,1.54,-0.86,-2.81,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Estonia,2019,EXPIMP,Food Products,26542.53,2031.74,8.24,0.65,1.26,-3.86,4.53,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Ethiopia(excludes Eritrea),2019,EXPIMP,Food Products,12927.44,695.5,2.08,0.94,1.74,-16.5,5.25,0,0,24,0,100,0,0,0,0,0,0,695.5,11.62,17.76,24,8.33,20.83,29.17,41.67,26.38,0,605.84,650.22,45.28
United Kingdom,Finland,2019,EXPIMP,Food Products,99232.77,14308.25,5.96,0.46,1.52,-0.5,-11.09,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Fiji,2019,EXPIMP,Food Products,295.1,24245.82,1.82,96.11,4.05,-5.69,-7.66,0,0,69,0,100,0,0,0,0,0,0,24173.41,20.3,70.48,69,31.88,8.7,30.43,28.99,93.42,0,36.78,20204.15,3969.26
United Kingdom,France,2019,EXPIMP,Food Products,1470077.03,4266069.46,4.69,10.96,1.44,-1.43,-2.84,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Faeroe Islands,2019,EXPIMP,Food Products,11619.72,10683.75,36.42,3.34,,,,1.83,0,184,0,6.52,8.7,84.78,5.7,0,2.1,7.8,10630.17,1.83,0,184,0,6.52,8.7,84.78,5.7,0,2.1,7.8,10630.17
United Kingdom,"Micronesia, Fed. Sts.",2019,EXPIMP,Food Products,0,21.3,,20.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Georgia,2019,EXPIMP,Food Products,6186.04,589.84,6.05,2.16,1.16,-7.55,-26.89,0.2,0.93,300,0,65.67,2.33,32,3.72,0,341.33,341.33,248.51,10.11,5.12,300,26.33,6,5.33,62.33,52.39,0,341.33,489.59,100.25
United Kingdom,Ghana,2019,EXPIMP,Food Products,22688.26,101220.14,4.72,28.67,0.77,-12.19,13.19,0,0,220,0,100,0,0,0,0,0,0,92822.04,12.8,16.55,220,59.09,5,10,25.91,34.26,0,499.44,69123.34,23698.7
United Kingdom,Gibraltar,2019,EXPIMP,Food Products,27357.31,9.26,4.93,0.21,,,,7.84,7.84,30,20,0,50,30,17.3,0.08,9.26,9.26,0,7.84,7.84,30,20,0,50,30,17.3,0.08,9.26,9.26,0
United Kingdom,Greece,2019,EXPIMP,Food Products,142892.94,198568.11,10.95,16.47,2.3,-0.9,6.89,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Grenada,2019,EXPIMP,Food Products,1258.97,111.09,10.39,22.61,0.95,-2.34,-3.9,0,0,120,0,100,0,0,0,0,0,0,111.09,5.63,0.77,120,25.83,6.67,3.33,64.17,36.27,0,81.41,90.27,20.81
United Kingdom,Greenland,2019,EXPIMP,Food Products,68.77,1042.59,2.2,24.87,,,,0,0,21,0,100,0,0,0,0,0,0,1042.59,20,20,21,100,0,0,0,20,20,0,1042.59,0
United Kingdom,Guatemala,2019,EXPIMP,Food Products,7652.11,37506.81,10.09,29.67,1.02,2.94,1.13,18.68,1.01,83,0,77.11,15.66,7.23,93.42,0,14526.86,15868.26,21638.54,25.64,6.67,83,55.42,6.02,18.07,20.48,93.42,0,14526.86,37495.17,11.63
United Kingdom,Guyana,2019,EXPIMP,Food Products,1989.06,29249.84,3.33,67.41,1.63,-0.32,31.32,0,0,95,0,100,0,0,0,0,0,0,29249.84,18.02,49.57,95,56.84,9.47,8.42,25.26,93.42,0,8330.19,29247.03,2.8
United Kingdom,"Hong Kong, China",2019,EXPIMP,Food Products,345411.2,22689.4,3.08,0.51,2.03,-4.7,-8.8,14.66,8.02,732,32.24,3.42,12.84,51.5,95.43,0,3196.86,19993.96,544.95,14.66,8.02,732,32.24,3.42,12.84,51.5,95.43,0,3196.86,19993.96,544.95
United Kingdom,Honduras,2019,EXPIMP,Food Products,407.64,28015.8,3.1,17.6,1.42,-0.56,8.19,0.05,0,117,0,98.29,0,1.71,4.76,0,0,132.37,27883.43,13.81,17.35,117,89.74,2.56,0,7.69,27.79,0,0,28007.07,8.74
United Kingdom,Croatia,2019,EXPIMP,Food Products,31090.85,18189.86,11.62,8.91,1.28,3.85,-0.41,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Hungary,2019,EXPIMP,Food Products,44609.59,217293.28,2.63,5.66,1.12,0.98,-14.81,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Indonesia,2019,EXPIMP,Food Products,19683.91,147309.47,2.26,7.55,0.44,-5.67,-4.14,16.62,8.88,507,62.72,1.58,10.06,25.64,121.54,0,20962.15,79931.41,63077.65,16.62,8.88,507,62.72,1.58,10.06,25.64,121.54,0,20962.15,79931.41,63077.65
United Kingdom,India,2019,EXPIMP,Food Products,237403.83,190094.47,4.04,1.93,4.98,-11.37,-13.83,18.94,11.13,1231,44.11,3.09,9.02,43.79,149.59,0,38710.67,178022.79,11501.13,18.94,11.13,1231,44.11,3.09,9.02,43.79,149.59,0,38710.67,178022.79,11501.13
United Kingdom,Ireland,2019,EXPIMP,Food Products,3011426.68,2879827.67,10.83,16.34,2.19,-2.33,-1.37,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,"Iran, Islamic Rep.",2019,EXPIMP,Food Products,3713.25,1391.92,3.54,5.14,,,,20.65,18.31,575,55.65,1.22,9.74,33.39,93.42,0,294.16,1295.1,11.65,20.65,18.31,575,55.65,1.22,9.74,33.39,93.42,0,294.16,1295.1,11.65
United Kingdom,Iraq,2019,EXPIMP,Food Products,47093.67,17.67,9.36,1.04,,,,11.85,5.51,10,50,10,0,40,25.59,0,0,4.11,13.57,11.85,5.51,10,50,10,0,40,25.59,0,0,4.11,13.57
United Kingdom,Iceland,2019,EXPIMP,Food Products,50418.34,71648.63,13.06,12.57,1.82,1.09,0.43,4.1,0.09,206,22.82,47.09,7.28,22.82,121.54,0,128.19,431.9,70911.42,10.21,12.45,206,36.89,14.56,24.27,24.27,121.54,0,165.97,44462.69,26880.63
United Kingdom,Israel,2019,EXPIMP,Food Products,106805.33,30100.79,5.71,2.22,1.51,1.53,-0.81,3.28,2.58,1135,2.38,66.78,4.32,26.52,121.68,0,4491.93,7408.42,22496.91,17.63,19.48,1135,35.95,5.37,10.13,48.55,152.39,0,16937.39,29715.8,189.53
United Kingdom,Italy,2019,EXPIMP,Food Products,434499.96,2797569.65,3.42,10.66,0.95,-2.81,-7.74,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Jamaica,2019,EXPIMP,Food Products,7806.23,38578.35,10.89,79.27,1.24,5.77,13.02,0.13,0,702,0,78.92,1.71,19.37,15.81,0,9.85,9.85,36453.81,14.16,12.82,702,27.35,4.56,12.11,55.98,95.43,0,23275.92,34408.8,2054.86
United Kingdom,Jordan,2019,EXPIMP,Food Products,35277.81,796.16,9.86,1.99,2.2,-1.31,-0.07,0.06,0.01,430,0,75.35,2.33,22.33,3.72,0,125.09,125.09,655.89,17.55,14.31,430,26.28,0.93,13.72,59.07,74.9,0,145.59,762.63,18.35
United Kingdom,Japan,2019,EXPIMP,Food Products,285452.88,41287.85,3.42,0.32,1.28,0.55,5.09,17.28,8.27,1108,42.42,4.78,9.93,42.87,149.59,0,7724.92,32847.95,5847.95,17.28,8.27,1108,42.42,4.78,9.93,42.87,149.59,0,7724.92,32847.95,5847.95
United Kingdom,Kenya,2019,EXPIMP,Food Products,32751.24,15398.58,7.42,4.04,2.64,7.28,6.78,0,0,156,0,100,0,0,0,0,0,0,15378.02,14.47,16.34,156,58.33,7.69,5.77,28.21,59.42,0,1510.29,15131.22,246.8
United Kingdom,Cambodia,2019,EXPIMP,Food Products,7670.29,535.15,13.09,0.04,2.27,3.69,19.21,0.61,0.07,15,6.67,93.33,0,0,12.8,0,0,21.68,513.48,9.48,13.75,15,6.67,20,26.67,46.67,18.7,0,21.68,472.06,63.09
United Kingdom,St. Kitts and Nevis,2019,EXPIMP,Food Products,565.48,87.16,5.45,17.42,,,,0,0,23,0,100,0,0,0,0,0,0,87.16,5.21,2.02,23,0,65.22,17.39,17.39,20.85,0,7.89,16.35,70.81
United Kingdom,"Korea, Rep.",2019,EXPIMP,Food Products,220394.21,50632.56,4.59,1.01,2.75,0.65,-1.67,0,0,920,0,99.57,0.43,0,0,0,439.29,439.29,47524.49,62.43,20.41,920,43.91,4.46,9.46,42.17,3000,0,5375.96,47485.23,478.55
United Kingdom,Kuwait,2019,EXPIMP,Food Products,45169.68,84.12,6.56,0.01,1.13,2,0.75,9.71,9.98,20,90,10,0,0,17.6,0,0,84.12,0,9.71,9.98,20,90,10,0,0,17.6,0,0,84.12,0
United Kingdom,Lao PDR,2019,EXPIMP,Food Products,97.86,92.35,0.7,0.33,5.46,1.14,179.31,0,0,10,0,100,0,0,0,0,0,0,92.35,8.14,2.81,10,0,30,0,70,20.01,0,0,29.2,63.15
United Kingdom,Lebanon,2019,EXPIMP,Food Products,57675.23,11410.19,14.77,27.22,2.26,-4.64,-7.46,2.72,1.5,861,1.16,65.51,5.23,28.11,33.46,0,4302.47,4889.36,6461.33,15.14,10.09,861,35.66,4.3,12.2,47.85,57.71,0,6001.5,11011.75,338.94
United Kingdom,St. Lucia,2019,EXPIMP,Food Products,2049.61,837.16,8.15,12.94,1.03,-0.23,-2.54,0.48,0.37,125,0,64,4,32,15.81,0,69.38,69.38,740.36,7.58,3.37,125,6.4,8,18.4,67.2,26.38,0,378.15,682.43,127.31
United Kingdom,Sri Lanka,2019,EXPIMP,Food Products,35063.83,16539.82,10.09,1.93,3.07,,,8.46,3.12,590,0.85,55.25,11.36,32.54,93.42,0,8484.06,9740.53,2336.41,17.52,10.28,590,50,4.75,12.37,32.88,93.42,0,8489.92,11893.86,183.08
United Kingdom,Lithuania,2019,EXPIMP,Food Products,36158.49,150340.38,5.41,14.1,0.74,1.38,-11.6,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Luxembourg,2019,EXPIMP,Food Products,5826.5,6491.84,1.93,0.86,1.8,-1.1,-11.86,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Latvia,2019,EXPIMP,Food Products,235604.04,40876.53,47.72,4.23,3.3,0.91,-5.74,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Macao,2019,EXPIMP,Food Products,13599.93,1.29,11.63,0.04,1.37,3.63,-2.01,2.8,2.8,164,0,0,9.76,90.24,5.7,2.33,1.29,1.29,0,2.8,2.8,164,0,0,9.76,90.24,5.7,2.33,1.29,1.29,0
United Kingdom,Morocco,2019,EXPIMP,Food Products,23827.46,37100.3,2.93,4.67,0.88,3.07,5.37,0,0,344,0,98.84,0,1.16,2.74,0,0,24.77,37052.43,11.87,12.86,344,34.88,1.16,13.37,50.58,28.82,0,162.76,37023.21,53.98
United Kingdom,Moldova,2019,EXPIMP,Food Products,522.18,5765.86,1.71,13.21,1.23,2.24,-5.61,0.35,3.82,382,0,61.26,3.14,35.6,15.81,0,5562.98,5562.98,202.87,10.48,9.11,382,15.18,8.9,9.69,66.23,52.39,0,5581.87,5618.71,147.14
United Kingdom,Madagascar,2019,EXPIMP,Food Products,57.23,965.84,0.42,1.92,0.17,3.85,-59.64,0,0,135,0,100,0,0,0,0,0,0,955.09,14.78,22.26,135,49.63,0.74,42.22,7.41,57.6,0,310.67,940.84,14.25
United Kingdom,Maldives,2019,EXPIMP,Food Products,3092.56,8708.4,9.62,71.54,1.52,5.15,11.31,24.04,24.04,25,100,0,0,0,25,24,0,8708.4,0,24.04,24.04,25,100,0,0,0,25,24,0,8708.4,0
United Kingdom,Mexico,2019,EXPIMP,Food Products,184803.82,210322.28,10.24,6.21,5.35,-0.24,2.66,9.85,0.51,836,8.49,49.88,9.57,32.06,149.59,0,33153.04,54251.3,155978.2,16.61,2.15,836,33.13,5.5,11.72,49.64,149.59,0,33153.04,69468.78,140760.71
United Kingdom,Marshall Islands,2019,EXPIMP,Food Products,94.41,8.51,2.9,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,North Macedonia,2019,EXPIMP,Food Products,4444.47,13854.37,0.29,9.42,0.11,-0.08,1.35,0.13,0.04,321,0,48.91,4.98,46.11,5.7,0,180.58,180.58,13673.79,15.31,28.53,321,20.25,0.93,23.68,55.14,57.6,0,1814.6,13854.37,0
United Kingdom,Malta,2019,EXPIMP,Food Products,74484.12,3459.5,4.25,3.27,0.71,0.57,-5.44,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Myanmar,2019,EXPIMP,Food Products,14345.01,1803.69,34.61,0.37,4.43,-12.67,11.92,0.75,0.01,35,11.43,88.57,0,0,6,0,0,3.38,1778.34,15.43,19.22,35,74.29,0,11.43,14.29,20,6,3.38,1781.72,0
United Kingdom,Montenegro,2019,EXPIMP,Food Products,9268.94,4.66,17.4,0.06,1.15,1.04,2.23,2.8,2.8,164,0,0,9.76,90.24,5.7,2.33,4.66,4.66,0,2.8,2.8,164,0,0,9.76,90.24,5.7,2.33,4.66,4.66,0
United Kingdom,Mozambique,2019,EXPIMP,Food Products,820.82,12996.28,0.59,39.39,0.22,5.32,-11.63,0,0,43,0,100,0,0,0,0,0,0,12996.28,31.37,57.85,43,0,39.53,13.95,46.51,93.42,0,2.41,12913.32,82.95
United Kingdom,Montserrat,2019,EXPIMP,Food Products,134.25,211.71,12.44,71.44,0.51,-0.54,-15.97,0,0,8,0,100,0,0,0,0,0,0,211.71,12.5,12.5,8,100,0,0,0,12.5,12.5,0,211.71,0
United Kingdom,Mauritius,2019,EXPIMP,Food Products,14990.66,92461.69,14.96,57.96,1.9,2.65,2.49,0,0,263,0,100,0,0,0,0,0,0,92461.69,21.47,36.21,263,43.73,2.66,13.31,40.3,93.42,0,229.42,92425.77,35.92
United Kingdom,Malawi,2019,EXPIMP,Food Products,0,1065.32,,3.82,0.09,6.29,157.25,0,0,38,0,97.37,2.63,0,0,0,1.27,1.27,1064.05,22.12,58.67,38,7.89,23.68,2.63,65.79,93.42,0,1.27,1058.14,7.18
