Reporter Name,Partner Name,Year,Trade Flow,Product Group,Export (US$ Thousand),Import (US$ Thousand),Export Product Share (%),Import Product Share (%),Revealed comparative advantage,World Growth (%),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
United Kingdom,Bangladesh,2016,EXPIMP,Food Products,8894.5,8323.24,3.18,0.24,,,,0,0,655,0,100,0,0,0,0,0,0,9179.33,17.66,20.27,655,60.46,0.92,6.56,32.06,54.46,0,5309.39,9179.33,0
United Kingdom,Bulgaria,2016,EXPIMP,Food Products,65416.53,17132.81,9.77,3.07,1.43,4.22,33.48,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Bahrain,2016,EXPIMP,Food Products,26895.37,6.92,5.42,0.01,1.52,-5.73,-4.59,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,"Bahamas, The",2016,EXPIMP,Food Products,4421.19,115.66,13.33,1.64,1.55,-1.31,0.89,0,0,6,0,100,0,0,0,0,0,0,207.57,0,0,6,0,33.33,66.67,0,0,0,207.57,207.57,0
United Kingdom,Bosnia and Herzegovina,2016,EXPIMP,Food Products,2253.87,270.58,7.59,1.04,0.77,1.32,1.52,0,0,38,0,100,0,0,0,0,0,0,110.28,11.58,15.29,38,5.26,36.84,50,7.89,29.64,0,72.47,110.28,0
United Kingdom,Belarus,2016,EXPIMP,Food Products,1692.18,563.03,2.35,1.22,1.62,-5.87,1.32,3.59,1.35,26,46.15,23.08,0,30.77,25.6,0,0,2139.3,1658.24,3.59,1.35,26,46.15,23.08,0,30.77,25.6,0,0,2139.3,1658.24
United Kingdom,Belize,2016,EXPIMP,Food Products,1421.25,31675.46,7.25,44.03,0.98,-1.65,0.38,20.79,103.49,36,0,94.44,0,5.56,114.9,0,0,57255.59,244.36,30.13,103.55,36,55.56,11.11,11.11,22.22,114.9,0,132.06,57499.94,0
United Kingdom,Bermuda,2016,EXPIMP,Food Products,6276.48,4.07,20.94,0.27,1.75,1.94,3.07,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Bolivia,2016,EXPIMP,Food Products,3302.77,605.55,13.99,1.02,2.59,0.1,-22,12.29,15.85,74,0,64.86,6.76,28.38,25.14,0,4.12,225.35,0,20.59,21.88,74,62.16,2.7,6.76,28.38,29.64,0,4.12,225.35,0
United Kingdom,Brazil,2016,EXPIMP,Food Products,103316.01,513916.53,4.05,15.97,2.1,0.48,-11.93,20.45,35.4,808,32.92,4.33,11.63,51.11,139.09,0,2158.67,414518.78,52882.38,20.45,35.4,808,32.92,4.33,11.63,51.11,139.09,0,2158.67,414518.78,52882.38
United Kingdom,Barbados,2016,EXPIMP,Food Products,9289.12,2708.65,14.62,42.04,1.62,-0.06,0.47,7.42,11.47,109,0,98.17,0,1.83,114.9,0,0,346.49,2791.79,18.57,13.22,109,29.36,8.26,36.7,25.69,114.9,0,2159.81,2849.92,288.35
United Kingdom,Canada,2016,EXPIMP,Food Products,376335.94,180189,6.03,1.34,1.23,-0.29,-3.05,17.85,17.28,1209,39.37,4.88,8.6,47.15,139.09,0,34907.84,266530.78,12156.8,17.85,17.28,1209,39.37,4.88,8.6,47.15,139.09,0,34907.84,266530.78,12156.8
United Kingdom,Switzerland,2016,EXPIMP,Food Products,147616.41,86769.06,0.75,0.33,0.37,0.34,-0.83,8.55,1.26,829,16.04,43.55,2.41,38,148.2,0,3138.94,8825.19,88297.2,15.47,8.76,829,27.02,7.24,12.42,53.32,148.2,0,46254.12,92550.22,4572.17
United Kingdom,Chile,2016,EXPIMP,Food Products,47230.98,259720.51,7.75,35.12,2.49,0.61,3.29,5.32,3.62,843,0.71,62.4,2.61,34.28,139.09,0,266283.95,276400.56,13149.7,15.35,8.14,843,37.72,5.46,4.86,51.96,139.09,0,266283.95,288711.4,838.86
United Kingdom,China,2016,EXPIMP,Food Products,220789.88,346534.98,1.22,0.58,1.09,-1.63,3.52,22.15,20.97,1255,50.2,4.62,7.65,37.53,148.83,0,90858.11,312288.82,29062.18,22.15,20.97,1255,50.2,4.62,7.65,37.53,148.83,0,90858.11,312288.82,29062.18
United Kingdom,Cote d'Ivoire,2016,EXPIMP,Food Products,5379.94,209167.1,4.7,49.35,0.52,8.19,6.24,0,0,26,0,100,0,0,0,0,0,0,221967.71,10.57,3.98,26,96.15,3.85,0,0,25,0,0,108209.43,113758.27
United Kingdom,Cameroon,2016,EXPIMP,Food Products,8363.2,15.32,14.66,0.02,2.26,-7.87,3.8,0,0,16,0,100,0,0,0,0,0,0,11.75,12.64,13.62,16,100,0,0,0,17.6,6.4,0,11.75,0
United Kingdom,Colombia,2016,EXPIMP,Food Products,51163.53,19546.8,14.37,3.15,2.65,4.01,22.7,8.22,11.42,417,0,85.85,1.68,12.47,114.9,0,2638.78,8872.61,12203.36,21.04,22.07,417,44.12,3.12,13.43,39.33,114.9,0,3231.15,20406.14,669.83
United Kingdom,Costa Rica,2016,EXPIMP,Food Products,1885.08,13155.32,2.08,4.41,1.45,3.72,21.75,12.87,72.16,199,0,95.48,0,4.52,114.9,0,0,15764.05,4111.58,24.55,77.5,199,82.41,2.01,0,15.58,114.9,0,0,19875.63,0
United Kingdom,Cuba,2016,EXPIMP,Food Products,3098.66,11801.41,9.04,74.91,,,,15.33,14.99,14,21.43,42.86,28.57,7.14,57.6,0,3868.61,9347.56,188,15.33,14.99,14,21.43,42.86,28.57,7.14,57.6,0,3868.61,9347.56,188
United Kingdom,Cayman Islands,2016,EXPIMP,Food Products,3103.03,2.7,1.06,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Cyprus,2016,EXPIMP,Food Products,73207.2,24924.68,16.82,10.48,1.86,2.48,-6.12,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Czech Republic,2016,EXPIMP,Food Products,129158.34,168480.2,4.46,2.32,1.21,1.48,3.32,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Germany,2016,EXPIMP,Food Products,1140196.91,3419259.06,2.6,3.88,0.83,1.18,5.45,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Djibouti,2016,EXPIMP,Food Products,903.42,514.47,7.37,10.78,,,,0,0,5,0,100,0,0,0,0,0,0,99.33,11.5,11.5,5,40,0,60,0,11.5,11.5,99.33,99.33,0
United Kingdom,Dominica,2016,EXPIMP,Food Products,638,145.07,5.39,15.57,,,,0,0,56,0,100,0,0,0,0,0,0,136.75,21.7,18.29,56,83.93,3.57,0,12.5,28.06,0,0,136.75,0
United Kingdom,Denmark,2016,EXPIMP,Food Products,243248.95,769867.76,7.24,14.44,1.17,-2.25,-2.28,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Dominican Republic,2016,EXPIMP,Food Products,49016.36,1627.01,35.16,0.79,4.88,1.67,-8.24,0,0,202,0,100,0,0,0,0,0,0,1888.52,18.31,16.78,202,43.56,2.48,7.92,46.04,74.9,0,1341.61,1876.53,11.99
United Kingdom,Algeria,2016,EXPIMP,Food Products,5814.74,2000.17,1.04,0.22,0.54,-0.13,17.54,6.67,0.54,22,0,63.64,0,36.36,28.7,0,0,90.17,1833.67,13.07,8.13,22,63.64,0,0,36.36,28.7,7.7,0,1923.83,0
United Kingdom,Ecuador,2016,EXPIMP,Food Products,3931.01,44981.29,7.22,29.68,1.17,-3.72,-1.6,2.96,0.12,388,0,59.79,7.99,32.22,28.06,0,297.19,1372.42,43457.83,15.69,19.01,388,54.38,1.55,7.99,36.08,45.61,0,297.19,44644.04,186.21
United Kingdom,"Egypt, Arab Rep.",2016,EXPIMP,Food Products,23684.57,4401.1,1.44,0.53,2.22,1.66,20.04,1.02,0.08,574,0,93.03,0.87,6.1,91.46,0,351.83,361.58,2367.06,19.84,16.35,574,54.18,0.87,5.05,39.9,124.48,0,847.03,2728.64,0
United Kingdom,Eritrea,2016,EXPIMP,Food Products,30.27,10.57,1.21,7.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Spain,2016,EXPIMP,Food Products,710628.93,1297791.12,5.45,6.11,1.4,0.81,-1.47,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Estonia,2016,EXPIMP,Food Products,48320.06,1661.93,15.35,0.51,1.83,3.92,-4.96,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Ethiopia(excludes Eritrea),2016,EXPIMP,Food Products,10577.76,4234.94,4.31,7.76,2.57,13.88,7.36,0,0,66,0,100,0,0,0,0,0,0,806.6,13.54,17.87,66,69.7,7.58,7.58,15.15,29.64,0,293.27,730.18,76.42
United Kingdom,Finland,2016,EXPIMP,Food Products,98784.68,17499.11,5.47,0.59,1.35,-0.55,-6.54,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Fiji,2016,EXPIMP,Food Products,270.28,27905.32,2,90.74,1.89,2.59,9.79,0,0,45,0,100,0,0,0,0,0,0,40950.59,20.69,97.61,45,37.78,22.22,22.22,17.78,114.9,0,243.22,38677.55,2273.04
United Kingdom,France,2016,EXPIMP,Food Products,1519029.15,3787327.1,5.74,10.54,1.46,1.37,-0.28,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Faeroe Islands,2016,EXPIMP,Food Products,3063.72,4060.22,23.48,1.33,,,,31.17,31.17,12,8.33,16.67,0,75,58.05,0,0,8.85,0,31.17,31.17,12,8.33,16.67,0,75,58.05,0,0,8.85,0
United Kingdom,Georgia,2016,EXPIMP,Food Products,7099.53,724.89,5.11,2.14,0.43,0.49,-15.5,0.43,0.88,279,0,65.95,0.36,33.69,5.55,0,324.21,573.14,729.8,8.57,9.55,279,22.94,7.53,3.58,65.95,46.55,0,324.21,1261.65,41.29
United Kingdom,Ghana,2016,EXPIMP,Food Products,21624.85,163244.17,2.88,63.68,0.38,-16.21,-5.17,0,0,237,0,100,0,0,0,0,0,0,171094.3,14.07,14.53,237,68.35,9.7,6.75,15.19,36.06,0,494.18,127001.74,44092.57
United Kingdom,Gibraltar,2016,EXPIMP,Food Products,31936.83,7.43,6.57,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Greece,2016,EXPIMP,Food Products,139103.5,171617.92,11.22,15.93,2,2.81,-2.97,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Grenada,2016,EXPIMP,Food Products,1254.38,137.8,11.47,9.91,1.32,3.45,0.08,0,0,139,0,100,0,0,0,0,0,0,186.19,7.88,1.62,139,23.74,3.6,13.67,58.99,36.27,0,170.81,183.7,2.48
United Kingdom,Greenland,2016,EXPIMP,Food Products,90.5,4243.73,2.88,56.83,2.06,1.46,7.15,0,0,21,0,100,0,0,0,0,0,0,1560.28,20,20,21,100,0,0,0,20,20,0,1560.28,0
United Kingdom,Guatemala,2016,EXPIMP,Food Products,6531.24,48590.63,16.83,38.92,2.5,1.71,8.52,23.64,24.33,98,0,80.61,13.27,6.12,114.9,0,7510.46,19588.29,28683.3,32.98,28.44,98,47.96,4.08,15.31,32.65,114.9,0,7510.46,48271.59,0
United Kingdom,Guyana,2016,EXPIMP,Food Products,2783.77,31416.72,6.34,79.75,0.72,5.41,21.29,20.79,92.78,15,0,86.67,0,13.33,114.9,0,0,61980.62,7448.6,33.14,94.95,15,0,13.33,26.67,60,114.9,0,1757.6,69429.22,0
United Kingdom,"Hong Kong, China",2016,EXPIMP,Food Products,359045.29,23661.97,3.99,0.31,3.16,3.36,0.13,16.93,8.15,835,31.86,5.15,9.46,53.53,139.09,0,2823.25,29327.58,443.1,16.93,8.15,835,31.86,5.15,9.46,53.53,139.09,0,2823.25,29327.58,443.1
United Kingdom,Honduras,2016,EXPIMP,Food Products,608.72,16184.46,3.97,13.01,1.18,0.49,-5.35,0.06,0,147,0,98.64,0,1.36,5.37,0,0,52.88,20527.71,14.5,16.67,147,91.16,2.04,0,6.8,29.09,0,0,20568.22,12.37
United Kingdom,Croatia,2016,EXPIMP,Food Products,24512.34,8866.01,11,6.58,1.66,2.02,2.57,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Hungary,2016,EXPIMP,Food Products,44822.83,155588.72,2.45,4.29,1.14,5.7,-8.28,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Indonesia,2016,EXPIMP,Food Products,15175.44,123714.74,2.12,6.89,0.47,6.07,-4.38,13.12,9.79,425,59.76,3.29,9.88,27.06,114.9,0,19800.78,95685.03,13211.77,17.57,15.01,425,60.24,2.12,10.35,27.29,114.9,0,19802.8,95685.03,13211.77
United Kingdom,India,2016,EXPIMP,Food Products,151732.06,157315.63,3.43,1.83,7.78,15.39,2.52,15.54,9.49,1165,43.95,4.46,7.73,43.86,148.2,0,26726,155987.08,4069.16,19.25,13.56,1165,44.81,3.35,7.98,43.86,148.2,0,27432.92,156681.07,3375.17
United Kingdom,Ireland,2016,EXPIMP,Food Products,2788146.8,2926063.81,12.17,16.11,2.12,0.94,0.35,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,"Iran, Islamic Rep.",2016,EXPIMP,Food Products,7084.57,1223.19,3.64,1.98,4.47,5.33,55.91,19.43,17.27,469,54.37,1.28,8.32,36.03,82.87,0,133.45,1377.4,7.98,19.43,17.27,469,54.37,1.28,8.32,36.03,82.87,0,133.45,1377.4,7.98
United Kingdom,Iraq,2016,EXPIMP,Food Products,30867.98,6.89,10.22,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Iceland,2016,EXPIMP,Food Products,37392.51,54474.45,4.95,9.96,2.03,5.77,5.48,6.46,0.16,252,27.78,23.02,10.32,38.89,58.05,0,25.41,332.14,52479.35,12.58,13.84,252,42.06,8.73,10.32,38.89,58.05,0,25.41,36450.91,16360.58
United Kingdom,Israel,2016,EXPIMP,Food Products,79468.88,28674.64,5.36,2.13,2.15,3.43,0.24,3.49,3.65,1082,2.59,65.43,3.42,28.56,82.31,0,4594.45,8483.75,20885.87,17.76,22.96,1082,39.83,3.14,8.96,48.06,82.87,0,14601.59,29223.11,146.51
United Kingdom,Italy,2016,EXPIMP,Food Products,413015.06,2476676.02,3.15,10.25,0.94,1.24,3.1,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Jamaica,2016,EXPIMP,Food Products,10726.26,40000.62,14.73,73.33,0.79,2.24,-16.69,4.07,57.18,774,0,82.17,0.26,17.57,114.9,0,41.82,36747.67,29966.22,17.43,64.8,774,31.01,4.39,9.95,54.65,119.32,0,9281.29,64111,2602.89
United Kingdom,Jordan,2016,EXPIMP,Food Products,28949.11,2879.57,8.14,4.43,1.69,2.83,6.19,0,0,342,0,99.12,0.88,0,0,0,337.1,337.1,1755.45,17.32,18.29,342,52.63,1.75,8.77,36.84,74.9,0,357.91,2078.28,14.27
United Kingdom,Japan,2016,EXPIMP,Food Products,192876.48,35239.62,3.01,0.27,1.17,0.83,6.97,15.68,9.71,878,44.31,4.67,10.02,41,139.09,0,7008.6,28441.12,1546.59,15.68,9.71,878,44.31,4.67,10.02,41,139.09,0,7008.6,28441.12,1546.59
United Kingdom,Kazakhstan,2016,EXPIMP,Food Products,1880.96,130.29,0.56,0.02,0.65,-4.17,3.95,8.45,6.31,8,25,75,0,0,57.6,0,0,366.62,1597.35,8.45,6.31,8,25,75,0,0,57.6,0,0,366.62,1597.35
United Kingdom,Kenya,2016,EXPIMP,Food Products,20895.79,9421.45,4.99,2.36,1.68,9.95,0.35,0,0,284,0,100,0,0,0,0,0,0,8574.78,14.65,19.48,284,65.49,4.58,13.38,16.55,47.38,0,2705.48,8072.59,502.19
United Kingdom,Cambodia,2016,EXPIMP,Food Products,890.53,432.7,3.79,0.03,0.91,1.49,-32.34,0,0,21,0,100,0,0,0,0,0,0,366.72,12.66,17.62,21,9.52,19.05,52.38,19.05,26,0,9.62,348.69,18.03
United Kingdom,"Korea, Rep.",2016,EXPIMP,Food Products,293042.29,29423.45,4.92,0.49,2.2,2.16,-4.22,0,0,539,0,99.26,0.74,0,0,0,295.32,295.32,26378.65,16.4,15.26,539,55.29,6.86,14.1,23.75,119.32,0,2564.38,26220.42,453.55
United Kingdom,Kuwait,2016,EXPIMP,Food Products,40192.22,73.89,5.87,0.01,1.13,0.94,2.78,11.45,10.46,19,68.42,0,0,31.58,25.6,9.6,0,65.26,0,11.45,10.46,19,68.42,0,0,31.58,25.6,9.6,0,65.26,0
United Kingdom,Lao PDR,2016,EXPIMP,Food Products,18.64,14953.92,0.24,29.16,0.32,,,0,0,6,0,100,0,0,0,0,0,0,1584.21,6.56,12.75,6,0,50,0,50,13.11,0,0,1540.43,43.79
United Kingdom,Lebanon,2016,EXPIMP,Food Products,65910.82,9351.86,14.49,23.99,1.67,1.77,-6.91,3.33,2.16,878,0.91,65.83,3.87,29.38,82.31,0,4600.45,4923.03,5386.57,17.24,10.55,878,37.93,4.33,10.02,47.72,148.2,0,6149.42,9995.13,314.47
United Kingdom,Liberia,2016,EXPIMP,Food Products,1132.68,1.34,6.24,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,St. Lucia,2016,EXPIMP,Food Products,3873.39,488.16,14.97,6.86,1.38,0.51,17.54,0,0,32,0,100,0,0,0,0,0,0,543.55,5.35,2.11,32,46.88,21.88,12.5,18.75,25.6,0,373.87,541.56,1.99
United Kingdom,Sri Lanka,2016,EXPIMP,Food Products,17375.79,14732.31,6.25,1.63,1.98,5.14,2.68,14.24,8.74,524,54.39,4.01,9.92,31.68,114.9,0,3899.6,10414.92,213.43,17.33,11.77,524,55.34,2.86,10.11,31.68,114.9,0,3899.6,10414.92,213.43
United Kingdom,Lithuania,2016,EXPIMP,Food Products,28128.75,97234.85,6.37,9.24,0.83,2.24,-2.58,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Luxembourg,2016,EXPIMP,Food Products,11503.9,10434.64,4.06,1.81,1.88,3.21,-3.5,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Latvia,2016,EXPIMP,Food Products,109091.55,25905.38,34.06,2.84,2.18,4.22,-7.73,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Macao,2016,EXPIMP,Food Products,6719.97,33.59,11.95,0.41,1.33,-8.85,0.86,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Morocco,2016,EXPIMP,Food Products,22933.03,37120.52,2.02,4.27,0.89,11.51,14.88,0,0,377,0,100,0,0,0,0,0,0,31818.3,13.81,13.08,377,40.05,2.39,9.02,48.54,54.46,0,271.89,31722.66,95.64
United Kingdom,Moldova,2016,EXPIMP,Food Products,410.14,2275.92,0.71,3.75,1.08,5.89,21.22,1.55,3.38,282,0,52.48,0.71,46.81,27.47,0,886.44,886.44,133.41,6.65,7.62,282,4.26,2.48,7.09,86.17,42.05,0,886.44,890.71,129.14
United Kingdom,Madagascar,2016,EXPIMP,Food Products,106.44,2007.99,0.53,4.39,1.4,6.31,-11.13,0,0,36,0,100,0,0,0,0,0,0,4922.28,9.3,22.88,36,63.89,8.33,27.78,0,25,0,555.73,4714.41,207.87
United Kingdom,Maldives,2016,EXPIMP,Food Products,1067.3,1336.76,5.54,16.09,0.79,3.9,-0.38,24.05,24.05,21,100,0,0,0,25,24,0,2725.97,0,24.05,24.05,21,100,0,0,0,25,24,0,2725.97,0
United Kingdom,Mexico,2016,EXPIMP,Food Products,233177.65,147357.4,13.63,5.81,4.75,0.11,0.18,5.68,1.37,638,7.52,49.84,8.46,34.17,82.32,0,14135.19,37007.66,74298.95,13.39,4.35,638,31.03,8.15,9.87,50.94,139.09,0,14135.19,55840.29,55466.31
United Kingdom,North Macedonia,2016,EXPIMP,Food Products,4010.9,1599.42,0.45,2.78,0.13,3.2,4.84,0.35,0.42,336,0,54.17,2.98,42.86,8.5,0,115.31,115.31,1045.75,16.26,13.21,336,20.83,0.89,7.74,70.54,36.27,0,420.48,1161.07,0
United Kingdom,Malta,2016,EXPIMP,Food Products,52657.61,3977.26,9.94,1.48,2.61,0.09,-0.99,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Myanmar,2016,EXPIMP,Food Products,4454.57,882.31,10.21,0.43,1.85,44.02,83.29,0,0,25,0,100,0,0,0,0,0,0,1206.04,19.45,19.95,25,88,0,0,12,21.36,12.3,0,1206.04,0
United Kingdom,Montenegro,2016,EXPIMP,Food Products,7523.46,3.68,34.4,0.06,1.4,1.89,148.19,0,0,16,0,100,0,0,0,0,0,0,41.91,14.8,14.8,16,100,0,0,0,15.2,14.4,0,41.91,0
United Kingdom,Mozambique,2016,EXPIMP,Food Products,903.6,11279.99,4.75,11.75,0.49,-18.14,-7.41,34.64,0.02,20,0,90,0,10,114.9,0,0,1.41,8862.48,37.03,7.16,20,0,15,0,85,114.9,0,0,8836.53,27.35
United Kingdom,Mauritius,2016,EXPIMP,Food Products,11877.89,106545.38,12.92,46.92,2.5,5.77,6.71,0,0,111,0,100,0,0,0,0,0,0,136169.8,24.93,47.05,111,51.35,8.11,24.32,16.22,114.9,0,292.08,136143.07,26.73
United Kingdom,Malawi,2016,EXPIMP,Food Products,16.04,10929.32,0.09,42.98,0.01,5.95,-4.22,20.69,64.19,132,0,96.97,0,3.03,114.9,0,0,9451.66,5781.23,31.11,67.03,132,75.76,2.27,0,21.97,114.9,0,0,15229.24,3.64
United Kingdom,Malaysia,2016,EXPIMP,Food Products,182531.15,63234.83,10.39,2.84,2.66,-1.49,-0.8,16.18,4.59,522,62.64,3.26,13.22,20.88,139.09,0,7214.08,28905.52,38443.85,16.18,4.59,522,62.64,3.26,13.22,20.88,139.09,0,7214.08,28905.52,38443.85
United Kingdom,Namibia,2016,EXPIMP,Food Products,1546.39,750.89,3.76,1.46,0.91,-7.44,5.69,0,0,3,0,100,0,0,0,0,0,0,96.92,0,0,3,0,100,0,0,0,0,0,0,96.92
United Kingdom,Niger,2016,EXPIMP,Food Products,247.53,1.8,4.81,0.97,0.35,-7.21,-69.74,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Nigeria,2016,EXPIMP,Food Products,85899.05,44722.8,6.68,3.89,1.22,-0.21,-0.79,9.88,3.81,326,50.31,11.66,9.82,28.22,50.96,0,251.73,9970.6,3483,13.03,6.3,326,50.31,10.74,10.74,28.22,54.46,0,254.78,9970.6,3483
United Kingdom,Nicaragua,2016,EXPIMP,Food Products,143.36,3134.77,1.47,6.04,1.01,6.06,7.51,4.2,0.33,31,0,54.84,25.81,19.35,61.15,0,9.74,103.36,5656.5,13.39,3.82,31,19.35,6.45,51.61,22.58,61.15,0,9.74,5759.86,0
United Kingdom,Netherlands,2016,EXPIMP,Food Products,975762.3,3632288.02,3.83,7.67,0.85,0.06,-5.36,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Norway,2016,EXPIMP,Food Products,162737.64,46702.53,3.93,0.27,1.05,0.23,-1.42,12.3,8.45,612,19.93,10.78,10.13,59.15,139.09,0,3760.94,17204.73,21610.65,16.7,9.73,612,22.55,6.7,11.11,59.64,139.09,0,3780.6,17684.89,21130.49
United Kingdom,Nepal,2016,EXPIMP,Food Products,1461.1,246.65,10.51,0.94,9.32,22.88,24.92,0,0,36,0,100,0,0,0,0,0,0,294.89,19.93,18.6,36,72.22,0,0,27.78,29.29,6.4,0,294.89,0
United Kingdom,New Zealand,2016,EXPIMP,Food Products,42600.32,310925.09,4.47,27.54,0.8,1.44,-2.81,16.54,7.75,832,37.86,2.64,9.25,50.24,139.09,0,313200.92,322778.14,809.51,16.54,7.75,832,37.86,2.64,9.25,50.24,139.09,0,313200.92,322778.14,809.51
United Kingdom,"Other Asia, nes",2016,EXPIMP,Food Products,269321.26,16982.92,17.53,0.39,11.89,3.27,7.47,,,,,,,,,,,,,,,,,,,,,,,,
